(0, 1, 8.09145268565527)
(0, 2, 8.097258207527464)
(0, 3, 8.096084438263421)
(0, 4, 8.1)
(0, 5, 8.099729542580091)
(0, 6, 8.092144082654906)
(0, 7, 8.091438875517467)
(0, 8, 8.090882141596568)
(0, 9, 8.091716975189728)
(0, 10, 8.092459560831784)
(0, 11, 8.099242716548556)
(0, 12, 8.097173931549928)
(0, 13, 8.089999999999998)
(0, 14, 8.094391282112749)
(0, 15, 8.095883351520174)
(0, 16, 8.089999999999998)
(0, 17, 8.098508490900812)
(0, 18, 8.1)
(0, 19, 8.1)
(0, 20, 8.096136599643508)
(0, 21, 8.089999999999998)
(0, 22, 8.092190034973305)
(0, 23, 8.099219825041512)
(0, 24, 8.089999999999998)
(0, 25, 8.097059717127525)
(0, 26, 8.089999999999998)
(0, 27, 8.092792689233963)
(0, 28, 8.096606709619666)
(0, 29, 8.096960928523934)
(0, 30, 8.09302274900594)
(0, 31, 8.090625311934671)
(0, 32, 8.089999999999998)
(0, 33, 8.09321628222825)
(0, 34, 8.091996676876015)
(0, 35, 8.092097189053119)
(0, 36, 8.098707110169833)
(0, 37, 8.099282659107777)
(0, 38, 8.097298747487296)
(0, 39, 8.094124869921002)
(0, 40, 8.089999999999998)
(0, 41, 8.09710473241123)
(0, 42, 8.089999999999998)
(0, 43, 8.092808573517562)
(0, 44, 8.091911172048809)
(0, 45, 8.092150837306637)
(0, 46, 8.089999999999998)
(0, 47, 8.092031712057315)
(0, 48, 8.099112682229899)
(0, 49, 8.095093757818425)
(0, 50, 8.092678614497357)
(0, 51, 8.1)
(0, 52, 8.099488263334278)
(0, 53, 8.1)
(0, 54, 8.089999999999998)
(0, 55, 8.09375121756425)
(0, 56, 8.093549046181389)
(0, 57, 8.097028771753935)
(0, 58, 8.099745437947764)
(0, 59, 8.098922206851535)
(0, 60, 8.091293477912378)
(0, 61, 8.095412489019841)
(0, 62, 8.089999999999998)
(0, 63, 8.1)
(0, 64, 8.096459425320392)
(0, 65, 8.0962823869694)
(0, 66, 8.091004359912239)
(0, 67, 8.098228337613856)
(0, 68, 8.09418697348046)
(0, 69, 8.099187650102822)
(0, 70, 8.095221464998122)
(0, 71, 8.097364804310828)
(0, 72, 8.1)
(0, 73, 8.092984062161698)
(0, 74, 8.097156341600018)
(0, 75, 8.093116336660993)
(0, 76, 8.096436769687973)
(0, 77, 8.095562554205047)
(0, 78, 8.093686137228309)
(0, 79, 8.095817960136358)
(0, 80, 8.092943452852758)
(0, 81, 8.098340102530738)
(0, 82, 8.1)
(0, 83, 8.092570329897667)
(0, 84, 8.094257804850667)
(0, 85, 8.089999999999998)
(0, 86, 8.089999999999998)
(0, 87, 8.098263027137296)
(0, 88, 8.09549385964417)
(0, 89, 8.090723280296428)
(0, 90, 8.093206365672058)
(0, 91, 8.09273395605042)
(0, 92, 8.089999999999998)
(0, 93, 8.1)
(0, 94, 8.096876945173998)
(0, 95, 8.093504454778044)
(0, 96, 8.1)
(0, 97, 8.089999999999998)
(0, 98, 8.099024393062217)
(0, 99, 8.093632708099694)
(0, 100, 8.091521159013965)
(0, 101, 8.1)
(0, 102, 8.095546309360092)
(0, 103, 8.09585796647423)
(0, 104, 8.09387212871543)
(0, 105, 8.1)
(0, 106, 8.1)
(0, 107, 8.096364972500824)
(0, 108, 8.096569900543527)
(0, 109, 8.095855691655299)
(0, 110, 8.098233247983998)
(0, 111, 8.1)
(0, 112, 8.094939313984499)
(0, 113, 8.093837788667134)
(0, 114, 8.094882925425248)
(0, 115, 8.089999999999998)
(0, 116, 8.094873942487247)
(0, 117, 8.098263075448717)
(0, 118, 8.093898611045862)
(0, 119, 8.096888755612913)
(0, 120, 8.092781165668889)
(1, 1, 8.099482773235778)
(1, 2, 8.096779995927774)
(1, 3, 8.094255697116534)
(1, 4, 8.094135826157272)
(1, 5, 8.099679355948696)
(1, 6, 8.094348597744975)
(1, 7, 8.09068581897285)
(1, 8, 8.096477818862416)
(1, 9, 8.095879112041498)
(1, 10, 8.090825063102518)
(1, 11, 8.089999999999998)
(1, 12, 8.089999999999998)
(1, 13, 8.094591426831203)
(1, 14, 8.092449205691302)
(1, 15, 8.089999999999998)
(1, 16, 8.096763822448318)
(1, 17, 8.09754958217455)
(1, 18, 8.095931676208524)
(1, 19, 8.091470530666184)
(1, 20, 8.095874521686083)
(1, 21, 8.09917166750798)
(1, 22, 8.097693408723243)
(1, 23, 8.099167497260405)
(1, 24, 8.096206195105147)
(1, 25, 8.090407428010995)
(1, 26, 8.096667052593247)
(1, 27, 8.1)
(1, 28, 8.090709811641355)
(1, 29, 8.091222623217352)
(1, 30, 8.1)
(1, 31, 8.095664017956945)
(1, 32, 8.091041936920151)
(1, 33, 8.093526834256162)
(1, 34, 8.089999999999998)
(1, 35, 8.091937596288743)
(1, 36, 8.095310218178394)
(1, 37, 8.099123254425672)
(1, 38, 8.091288366346895)
(1, 39, 8.095301293377641)
(1, 40, 8.1)
(1, 41, 8.089999999999998)
(1, 42, 8.090214214623565)
(1, 43, 8.096953927433999)
(1, 44, 8.092620044736881)
(1, 45, 8.089999999999998)
(1, 46, 8.1)
(1, 47, 8.094096516350628)
(1, 48, 8.092639960280477)
(1, 49, 8.090680166993131)
(1, 50, 8.099337510494045)
(1, 51, 8.1)
(1, 52, 8.1)
(1, 53, 8.089999999999998)
(1, 54, 8.094970279193443)
(1, 55, 8.1)
(1, 56, 8.098588283162055)
(1, 57, 8.09623467552368)
(1, 58, 8.093796147979305)
(1, 59, 8.091825433958032)
(1, 60, 8.097064233162303)
(1, 61, 8.093310135773443)
(1, 62, 8.089999999999998)
(1, 63, 8.099150546395158)
(1, 64, 8.095494321587744)
(1, 65, 8.096515884797524)
(1, 66, 8.095503467954211)
(1, 67, 8.09717554036384)
(1, 68, 8.09389707364149)
(1, 69, 8.1)
(1, 70, 8.099176396201264)
(1, 71, 8.096698041038573)
(1, 72, 8.096213166675241)
(1, 73, 8.092276605399938)
(1, 74, 8.1)
(1, 75, 8.1)
(1, 76, 8.096924894713794)
(1, 77, 8.094369762563108)
(1, 78, 8.096370699145217)
(1, 79, 8.1)
(1, 80, 8.089999999999998)
(1, 81, 8.094818855069994)
(1, 82, 8.1)
(1, 83, 8.09376175864543)
(1, 84, 8.096107210371565)
(1, 85, 8.096481397667954)
(1, 86, 8.093647914881291)
(1, 87, 8.1)
(1, 88, 8.099957209863783)
(1, 89, 8.089999999999998)
(1, 90, 8.089999999999998)
(1, 91, 8.091014150031945)
(1, 92, 8.09067945038168)
(1, 93, 8.09575681334953)
(1, 94, 8.099859763561431)
(1, 95, 8.099314958378905)
(1, 96, 8.090481088103374)
(1, 97, 8.096573307791802)
(1, 98, 8.1)
(1, 99, 8.089999999999998)
(1, 100, 8.098328356508354)
(1, 101, 8.090426738193957)
(1, 102, 8.091089319448976)
(1, 103, 8.089999999999998)
(1, 104, 8.098528517380664)
(1, 105, 8.096775570839975)
(1, 106, 8.089999999999998)
(1, 107, 8.097246181712434)
(1, 108, 8.090756827664267)
(1, 109, 8.099119145494738)
(1, 110, 8.091965507505575)
(1, 111, 8.089999999999998)
(1, 112, 8.1)
(1, 113, 8.092544490221677)
(1, 114, 8.09433127371919)
(1, 115, 8.097947974266678)
(1, 116, 8.094216103529341)
(1, 117, 8.099367524719492)
(1, 118, 8.095721222751726)
(1, 119, 8.089999999999998)
(1, 120, 8.1)
(2, 1, 8.097380845469749)
(2, 2, 8.094251928513902)
(2, 3, 8.094357120573084)
(2, 4, 8.099392366784873)
(2, 5, 8.09641752362759)
(2, 6, 8.094734191417162)
(2, 7, 8.096438849036646)
(2, 8, 8.1)
(2, 9, 8.096007400712859)
(2, 10, 8.094303003677934)
(2, 11, 8.091079710540521)
(2, 12, 8.094933932000346)
(2, 13, 8.098593138503057)
(2, 14, 8.1)
(2, 15, 8.094806109387774)
(2, 16, 8.089999999999998)
(2, 17, 8.092672800004344)
(2, 18, 8.093641662684595)
(2, 19, 8.099039064243593)
(2, 20, 8.090702521782745)
(2, 21, 8.09229849127089)
(2, 22, 8.091197243077632)
(2, 23, 8.089999999999998)
(2, 24, 8.093321434736309)
(2, 25, 8.1)
(2, 26, 8.095738546864387)
(2, 27, 8.096962389557937)
(2, 28, 8.0904626717184)
(2, 29, 8.092153518369875)
(2, 30, 8.097317012425066)
(2, 31, 8.089999999999998)
(2, 32, 8.097765972491251)
(2, 33, 8.092841009661514)
(2, 34, 8.098314106324398)
(2, 35, 8.1)
(2, 36, 8.096771192436526)
(2, 37, 8.1)
(2, 38, 8.1)
(2, 39, 8.1)
(2, 40, 8.092906550020475)
(2, 41, 8.1)
(2, 42, 8.089999999999998)
(2, 43, 8.1)
(2, 44, 8.1)
(2, 45, 8.09120766617431)
(2, 46, 8.090751592481341)
(2, 47, 8.097380238725798)
(2, 48, 8.098450967948303)
(2, 49, 8.092433395437084)
(2, 50, 8.09759727529688)
(2, 51, 8.1)
(2, 52, 8.098856721469886)
(2, 53, 8.089999999999998)
(2, 54, 8.098225970695403)
(2, 55, 8.099550605289693)
(2, 56, 8.097914463069085)
(2, 57, 8.095432859570622)
(2, 58, 8.1)
(2, 59, 8.089999999999998)
(2, 60, 8.095444417546515)
(2, 61, 8.1)
(2, 62, 8.094308939583486)
(2, 63, 8.095407290853629)
(2, 64, 8.095905037412084)
(2, 65, 8.092629200362227)
(2, 66, 8.098298547840628)
(2, 67, 8.099177458639215)
(2, 68, 8.095433824108415)
(2, 69, 8.097003477087688)
(2, 70, 8.09620355517762)
(2, 71, 8.094693474851661)
(2, 72, 8.099305413771363)
(2, 73, 8.090344909044415)
(2, 74, 8.094270522649289)
(2, 75, 8.089999999999998)
(2, 76, 8.089999999999998)
(2, 77, 8.093481003904545)
(2, 78, 8.089999999999998)
(2, 79, 8.094151081969613)
(2, 80, 8.096213423937575)
(2, 81, 8.099254470505986)
(2, 82, 8.089999999999998)
(2, 83, 8.093970220941241)
(2, 84, 8.1)
(2, 85, 8.093168848502854)
(2, 86, 8.091239838305547)
(2, 87, 8.091497464953706)
(2, 88, 8.089999999999998)
(2, 89, 8.1)
(2, 90, 8.097038758873088)
(2, 91, 8.090913962892914)
(2, 92, 8.1)
(2, 93, 8.1)
(2, 94, 8.092285522858417)
(2, 95, 8.094690706068224)
(2, 96, 8.089999999999998)
(2, 97, 8.089999999999998)
(2, 98, 8.1)
(2, 99, 8.092630987440977)
(2, 100, 8.089999999999998)
(2, 101, 8.090991499494631)
(2, 102, 8.1)
(2, 103, 8.096378189243314)
(2, 104, 8.090793819227633)
(2, 105, 8.1)
(2, 106, 8.091815287961218)
(2, 107, 8.097261837005362)
(2, 108, 8.095558969237201)
(2, 109, 8.1)
(2, 110, 8.091715980962737)
(2, 111, 8.089999999999998)
(2, 112, 8.09361249196953)
(2, 113, 8.0965754945078)
(2, 114, 8.1)
(2, 115, 8.1)
(2, 116, 8.1)
(2, 117, 8.097390740587674)
(2, 118, 8.095236938621587)
(2, 119, 8.097640442538372)
(2, 120, 8.1)
(3, 1, 8.095345608974215)
(3, 2, 8.099520346987315)
(3, 3, 8.096987019146598)
(3, 4, 8.1)
(3, 5, 8.1)
(3, 6, 8.089999999999998)
(3, 7, 8.089999999999998)
(3, 8, 8.1)
(3, 9, 8.090301178165165)
(3, 10, 8.089999999999998)
(3, 11, 8.091359875386098)
(3, 12, 8.090930496689438)
(3, 13, 8.1)
(3, 14, 8.091792875048625)
(3, 15, 8.095111066232338)
(3, 16, 8.094755876982926)
(3, 17, 8.098426203566689)
(3, 18, 8.096328423127128)
(3, 19, 8.091726279287835)
(3, 20, 8.089999999999998)
(3, 21, 8.089999999999998)
(3, 22, 8.090862200334417)
(3, 23, 8.09854916634989)
(3, 24, 8.09226067694321)
(3, 25, 8.093180734304815)
(3, 26, 8.093773016098217)
(3, 27, 8.089999999999998)
(3, 28, 8.1)
(3, 29, 8.099957793400252)
(3, 30, 8.096489021643448)
(3, 31, 8.099128385146015)
(3, 32, 8.093089512838691)
(3, 33, 8.092086763312865)
(3, 34, 8.099985410549309)
(3, 35, 8.089999999999998)
(3, 36, 8.1)
(3, 37, 8.093743027589253)
(3, 38, 8.094059333466877)
(3, 39, 8.09755064087301)
(3, 40, 8.095205821809458)
(3, 41, 8.089999999999998)
(3, 42, 8.099458249285172)
(3, 43, 8.092735031631044)
(3, 44, 8.09335255894439)
(3, 45, 8.089999999999998)
(3, 46, 8.094509235914327)
(3, 47, 8.091255439022886)
(3, 48, 8.090881725207616)
(3, 49, 8.094675901762308)
(3, 50, 8.090306066418524)
(3, 51, 8.089999999999998)
(3, 52, 8.1)
(3, 53, 8.09774022029661)
(3, 54, 8.099346886356944)
(3, 55, 8.097544792119821)
(3, 56, 8.092060806755432)
(3, 57, 8.090929601491569)
(3, 58, 8.098174605894016)
(3, 59, 8.091167222086618)
(3, 60, 8.093276072616815)
(3, 61, 8.098340289856631)
(3, 62, 8.096750591652407)
(3, 63, 8.093740966799082)
(3, 64, 8.095689107713623)
(3, 65, 8.099059299901489)
(3, 66, 8.099190479297633)
(3, 67, 8.091901136359013)
(3, 68, 8.095135980785992)
(3, 69, 8.1)
(3, 70, 8.096019141716033)
(3, 71, 8.089999999999998)
(3, 72, 8.096892950425518)
(3, 73, 8.097600684495031)
(3, 74, 8.092234212809759)
(3, 75, 8.096878037854099)
(3, 76, 8.09055084176695)
(3, 77, 8.094647714587445)
(3, 78, 8.092513963694344)
(3, 79, 8.099333400063019)
(3, 80, 8.095376547473998)
(3, 81, 8.095145732454066)
(3, 82, 8.093646159095316)
(3, 83, 8.089999999999998)
(3, 84, 8.1)
(3, 85, 8.1)
(3, 86, 8.089999999999998)
(3, 87, 8.09818934080616)
(3, 88, 8.1)
(3, 89, 8.1)
(3, 90, 8.089999999999998)
(3, 91, 8.097034158922032)
(3, 92, 8.1)
(3, 93, 8.089999999999998)
(3, 94, 8.09272189080126)
(3, 95, 8.090165981492365)
(3, 96, 8.1)
(3, 97, 8.096508795163448)
